pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass
Kepler-212 c,1,1,2,Transit,2014,31.805174,0.207,2.74,0.244,,,,,,5852.0,1.46,
Kepler-213 b,1,1,2,Transit,2014,2.46236,0.036,1.62,0.145,,,,,,5696.0,1.2,
Kepler-213 c,1,1,2,Transit,2014,4.822962,0.057,2.34,0.209,,,,,,5696.0,1.2,
Kepler-214 b,1,1,2,Transit,2014,15.660544,0.13,2.61,0.233,,,,,,6169.0,1.35,
Kepler-214 c,1,1,2,Transit,2014,28.7798,0.194,2.13,0.19,,,,,,6169.0,1.35,
Kepler-215 b,1,1,4,Transit,2014,9.360672,0.084,1.62,0.145,,,,,,5739.0,1.03,
Kepler-215 c,1,1,4,Transit,2014,14.667108,0.113,1.77,0.158,,,,,,5739.0,1.03,
Kepler-215 d,1,1,4,Transit,2014,30.864423,0.185,2.39,0.213,,,,,,5739.0,1.03,
Kepler-215 e,1,1,4,Transit,2014,68.16101,0.314,1.75,0.156,,,,,,5739.0,1.03,
Kepler-216 b,1,1,2,Transit,2014,7.693641,0.079,2.35,0.21,,,,,,6091.0,1.26,
Kepler-216 c,1,1,2,Transit,2014,17.406669,0.136,3.04,0.271,,,,,,6091.0,1.26,
Kepler-217 b,1,1,3,Transit,2014,5.374943,0.065,2.23,0.199,,,,,,6171.0,1.8,
Kepler-217 c,1,1,3,Transit,2014,8.586004,0.089,1.85,0.165,,,,,,6171.0,1.8,
Kepler-217 d,1,1,3,Transit,2016,3.88689525,,1.32,0.118,,,,,,6341.0,1.76,1.37
Kepler-218 b,1,1,3,Transit,2014,3.619337,0.046,1.48,0.132,,,,,,5502.0,1.06,
Kepler-218 c,1,1,3,Transit,2014,44.699576,0.248,3.14,0.28,,,,,,5502.0,1.06,
Kepler-218 d,1,1,3,Transit,2016,124.5244647,,2.66,0.237,,,,,,5542.0,1.02,1.01
Kepler-219 b,1,1,3,Transit,2014,4.585512,0.057,2.95,0.263,,,,,,5786.0,1.49,
Kepler-219 c,1,1,3,Transit,2014,22.714613,0.165,3.58,0.319,,,,,,5786.0,1.49,
Kepler-219 d,1,1,3,Transit,2014,47.903645,0.272,2.81,0.251,,,,,,5786.0,1.49,
Kepler-22 b,1,1,1,Transit,2011,289.863876,0.812,2.1,0.187,9.1,0.02863,0.72,279,,5596.0,0.87,0.86
Kepler-220 b,1,1,4,Transit,2014,4.159807,0.046,0.81,0.072,,,,,,4632.0,0.67,
Kepler-220 c,1,1,4,Transit,2014,9.034199,0.076,1.57,0.14,,,,,,4632.0,0.67,
Kepler-220 d,1,1,4,Transit,2014,28.122397,0.163,0.98,0.087,,,,,,4632.0,0.67,
Kepler-220 e,1,1,4,Transit,2014,45.902733,0.226,1.33,0.119,,,,,,4632.0,0.67,
Kepler-221 b,1,1,4,Transit,2014,2.795906,0.037,1.71,0.153,,,,,,5243.0,0.82,
Kepler-221 c,1,1,4,Transit,2014,5.690586,0.059,2.93,0.261,,,,,,5243.0,0.82,
Kepler-221 d,1,1,4,Transit,2014,10.04156,0.087,2.73,0.244,,,,,,5243.0,0.82,
Kepler-221 e,1,1,4,Transit,2014,18.369917,0.13,2.63,0.235,,,,,,5243.0,0.82,
Kepler-222 b,1,1,3,Transit,2014,3.936981,0.048,3.16,0.282,,,,,,5433.0,0.87,
Kepler-222 c,1,1,3,Transit,2014,10.08881,0.091,4.64,0.414,,,,,,5433.0,0.87,
Kepler-222 d,1,1,3,Transit,2014,28.081912,0.18,3.69,0.329,,,,,,5433.0,0.87,
Kepler-223 b,1,1,4,Transit,2014,7.38449,,2.99,0.267,7.4,0.02328,0.078,,,,1.72,1.12
Kepler-223 c,1,1,4,Transit,2014,9.84564,,3.44,0.307,5.1,0.01605,0.15,,,,1.72,1.12
Kepler-223 d,1,1,4,Transit,2014,14.78869,,5.24,0.467,8.0,0.02517,0.037,,,,1.72,1.12
Kepler-223 e,1,1,4,Transit,2014,19.72567,,4.6,0.41,4.8,0.0151,0.051,,,,1.72,1.12
Kepler-224 b,1,1,4,Transit,2014,3.132924,0.038,1.39,0.124,,,,,,5018.0,0.68,
Kepler-224 c,1,1,4,Transit,2014,5.925003,0.058,3.12,0.278,,,,,,5018.0,0.68,
Kepler-224 d,1,1,4,Transit,2014,11.349393,0.089,2.3,0.205,,,,,,5018.0,0.68,
Kepler-224 e,1,1,4,Transit,2014,18.643577,0.124,1.97,0.176,,,,,,5018.0,0.68,
Kepler-225 b,1,1,2,Transit,2014,6.738975,0.056,1.2,0.107,,,,,,3682.0,0.48,
Kepler-225 c,1,1,2,Transit,2014,18.794234,0.111,1.84,0.164,,,,,,3682.0,0.48,
Kepler-226 b,1,1,3,Transit,2014,3.940997,0.047,1.55,0.138,,,,,,5571.0,0.8,
Kepler-226 c,1,1,3,Transit,2014,5.349555,0.058,2.27,0.203,,,,,,5571.0,0.8,
Kepler-226 d,1,1,3,Transit,2014,8.109044,0.076,1.22,0.109,,,,,,5571.0,0.8,
Kepler-227 b,1,1,2,Transit,2014,9.488015,0.09,3.11,0.277,,,,,,5854.0,1.09,
Kepler-227 c,1,1,2,Transit,2014,54.418694,0.29,3.04,0.271,,,,,,5854.0,1.09,
Kepler-228 b,1,1,3,Transit,2014,2.566546,0.038,1.53,0.136,,,,,,6043.0,1.01,
Kepler-228 c,1,1,3,Transit,2014,4.134444,0.052,2.7,0.241,,,,,,6043.0,1.01,
Kepler-228 d,1,1,3,Transit,2014,11.094286,0.101,4.04,0.36,,,,,,6043.0,1.01,
Kepler-229 b,1,1,3,Transit,2014,6.252972,0.062,2.2,0.196,,,,,,5120.0,0.73,
Kepler-229 c,1,1,3,Transit,2014,16.068638,0.117,4.92,0.439,,,,,,5120.0,0.73,
Kepler-229 d,1,1,3,Transit,2014,41.194912,0.22,3.85,0.343,,,,,,5120.0,0.73,
Kepler-23 b,1,1,3,Transit,2011,7.1,,1.638,0.146,2.56,0.00805,0.017,,,5828.0,1.55,1.08
Kepler-23 c,1,1,3,Transit,2011,10.74,,3.005,0.268,7.81,0.02457,0.021,,,5828.0,1.55,1.08
Kepler-23 d,1,1,3,Transit,2014,15.27,,2.206,0.197,4.44,0.01397,0.01,,,5828.0,1.55,1.08
Kepler-230 b,1,1,2,Transit,2014,32.625555,0.191,4.26,0.38,,,,,,5588.0,0.82,
Kepler-230 c,1,1,2,Transit,2014,91.773242,0.38,2.04,0.182,,,,,,5588.0,0.82,
Kepler-231 b,1,1,2,Transit,2014,10.065275,0.074,1.73,0.154,,,,,,3767.0,0.49,
Kepler-231 c,1,1,2,Transit,2014,19.271566,0.114,1.93,0.172,,,,,,3767.0,0.49,
Kepler-232 b,1,1,2,Transit,2014,4.431222,0.054,3.08,0.275,,,,,,5847.0,0.97,
Kepler-232 c,1,1,2,Transit,2014,11.379349,0.101,3.83,0.342,,,,,,5847.0,0.97,
Kepler-233 b,1,1,2,Transit,2014,8.472382,0.077,2.43,0.217,,,,,,5360.0,0.76,
Kepler-233 c,1,1,2,Transit,2014,60.418955,0.287,2.71,0.242,,,,,,5360.0,0.76,
Kepler-234 b,1,1,2,Transit,2014,2.711506,0.04,3.7,0.33,,,,,,6224.0,1.11,
Kepler-234 c,1,1,2,Transit,2014,7.21205,0.077,3.51,0.313,,,,,,6224.0,1.11,
Kepler-235 b,1,1,4,Transit,2014,3.340222,0.037,2.23,0.199,,,,,,4255.0,0.55,
Kepler-235 c,1,1,4,Transit,2014,7.824904,0.065,1.28,0.114,,,,,,4255.0,0.55,
Kepler-235 d,1,1,4,Transit,2014,20.060548,0.122,2.05,0.183,,,,,,4255.0,0.55,
Kepler-235 e,1,1,4,Transit,2014,46.183669,0.213,2.22,0.198,,,,,,4255.0,0.55,
Kepler-236 b,1,1,2,Transit,2014,8.295611,0.065,1.57,0.14,,,,,,3750.0,0.51,
Kepler-236 c,1,1,2,Transit,2014,23.968127,0.132,2.0,0.178,,,,,,3750.0,0.51,
Kepler-237 b,1,1,2,Transit,2014,4.715106,0.05,1.41,0.126,,,,,,4861.0,0.72,
Kepler-237 c,1,1,2,Transit,2014,8.103636,0.071,2.08,0.186,,,,,,4861.0,0.72,
Kepler-238 b,1,1,5,Transit,2014,2.090876,0.034,1.73,0.154,,,,,,5751.0,1.43,
Kepler-238 c,1,1,5,Transit,2014,6.155557,0.069,2.39,0.213,,,,,,5751.0,1.43,
Kepler-238 d,1,1,5,Transit,2014,13.233549,0.115,3.07,0.274,,,,,,5751.0,1.43,
Kepler-238 e,1,1,5,Transit,2013,23.654,,5.6,0.5,169.7,0.534,,,,,0.96,1.06
Kepler-238 f,1,1,5,Transit,2013,50.447,,2.0,0.178,13.5,0.042,,,,,0.96,1.06
Kepler-239 b,1,1,2,Transit,2014,11.763051,0.095,2.33,0.208,,,,,,4914.0,0.76,
Kepler-239 c,1,1,2,Transit,2014,56.228098,0.268,2.51,0.224,,,,,,4914.0,0.76,
Kepler-24 b,1,1,4,Transit,2011,8.14,,2.348,0.209,11.14,0.03505,0.023,,,6028.0,1.1,1.06
Kepler-24 c,1,1,4,Transit,2011,12.33,,2.514,0.224,9.99,0.03143,0.014,,,6028.0,1.1,1.06
Kepler-24 d,1,1,4,Transit,2014,4.244384,0.051,1.67,0.149,,,,,,5897.0,1.29,
Kepler-24 e,1,1,4,Transit,2014,18.998355,0.138,2.78,0.248,,,,,,5897.0,1.29,
Kepler-240 b,1,1,2,Transit,2014,4.144495,0.048,1.37,0.122,,,,,,4985.0,0.74,
Kepler-240 c,1,1,2,Transit,2014,7.953528,0.074,2.2,0.196,,,,,,4985.0,0.74,
Kepler-241 b,1,1,2,Transit,2014,12.718092,0.094,2.33,0.208,,,,,,4699.0,0.67,
Kepler-241 c,1,1,2,Transit,2014,36.065978,0.189,2.57,0.229,,,,,,4699.0,0.67,
Kepler-242 b,1,1,2,Transit,2014,8.20395,0.075,2.61,0.233,,,,,,5020.0,0.85,
Kepler-242 c,1,1,2,Transit,2014,14.496481,0.109,2.0,0.178,,,,,,5020.0,0.85,
Kepler-243 b,1,1,2,Transit,2014,5.715442,0.062,2.45,0.219,,,,,,5228.0,0.84,
Kepler-243 c,1,1,2,Transit,2014,20.026218,0.142,1.99,0.178,,,,,,5228.0,0.84,
Kepler-244 b,1,1,3,Transit,2014,4.311792,0.05,2.76,0.246,,,,,,5554.0,0.8,
Kepler-244 c,1,1,3,Transit,2014,9.767292,0.087,2.05,0.183,,,,,,5554.0,0.8,
Kepler-244 d,1,1,3,Transit,2014,20.050401,0.14,2.31,0.206,,,,,,5554.0,0.8,
Kepler-245 b,1,1,4,Transit,2014,7.49019,0.071,2.57,0.229,,,,,,5100.0,0.8,
Kepler-245 c,1,1,4,Transit,2014,17.460812,0.124,2.18,0.194,,,,,,5100.0,0.8,
Kepler-245 d,1,1,4,Transit,2014,36.277108,0.202,3.03,0.27,,,,,,5100.0,0.8,
Kepler-245 e,1,1,4,Transit,2016,3.21982106,,1.75,0.156,,,,,,5174.0,0.8,0.86
Kepler-246 b,1,1,2,Transit,2014,4.60182,0.052,2.34,0.209,,,,,,5206.0,0.83,
Kepler-246 c,1,1,2,Transit,2014,11.187161,0.095,1.5,0.134,,,,,,5206.0,0.83,
Kepler-247 b,1,1,3,Transit,2014,3.33616,0.042,1.64,0.146,,,,,,5100.0,0.77,
Kepler-247 c,1,1,3,Transit,2014,9.439452,0.084,4.09,0.365,,,,,,5100.0,0.77,
Kepler-247 d,1,1,3,Transit,2014,20.477912,0.14,3.94,0.352,,,,,,5100.0,0.77,
Kepler-248 b,1,1,2,Transit,2014,6.308205,0.066,3.02,0.269,,,,,,5190.0,0.83,
Kepler-248 c,1,1,2,Transit,2014,16.239494,0.123,4.07,0.363,,,,,,5190.0,0.83,
Kepler-249 b,1,1,3,Transit,2014,3.306539,0.035,1.09,0.097,,,,,,3568.0,0.48,
Kepler-249 c,1,1,3,Transit,2014,7.113702,0.058,1.51,0.135,,,,,,3568.0,0.48,
Kepler-249 d,1,1,3,Transit,2014,15.368459,0.097,1.57,0.14,,,,,,3568.0,0.48,
Kepler-25 b,1,2,3,Transit,2011,6.238297,,2.748,0.245,8.7,0.0275,0.0029,,,,1.32,1.17
Kepler-25 c,1,2,3,Transit,2011,12.7207,,5.217,0.465,15.2,0.0479,0.0061,,,,1.32,1.17
Kepler-25 d,1,2,3,Radial Velocity,2014,122.4,,,,71.9,0.226,0.13,,,,1.32,1.17
Kepler-250 b,1,1,3,Transit,2014,4.148141,0.048,1.13,0.101,,,,,,5160.0,0.81,
Kepler-250 c,1,1,3,Transit,2014,7.156804,0.069,2.28,0.203,,,,,,5160.0,0.81,
Kepler-250 d,1,1,3,Transit,2014,17.648312,0.127,2.18,0.194,,,,,,5160.0,0.81,
Kepler-251 b,1,1,4,Transit,2014,4.790936,0.053,1.33,0.119,,,,,,5526.0,0.89,
Kepler-251 c,1,1,4,Transit,2014,16.514043,0.122,2.77,0.247,,,,,,5526.0,0.89,
Kepler-251 d,1,1,4,Transit,2014,30.133001,0.182,2.77,0.247,,,,,,5526.0,0.89,
Kepler-251 e,1,1,4,Transit,2014,99.640161,0.404,2.77,0.247,,,,,,5526.0,0.89,
Kepler-252 b,1,1,2,Transit,2014,6.668391,0.058,1.23,0.11,,,,,,4208.0,0.55,
Kepler-252 c,1,1,2,Transit,2014,10.848463,0.08,2.15,0.192,,,,,,4208.0,0.55,
Kepler-253 b,1,1,3,Transit,2014,3.783986,0.046,1.63,0.145,,,,,,5208.0,0.79,
Kepler-253 c,1,1,3,Transit,2014,10.281951,0.089,2.65,0.236,,,,,,5208.0,0.79,
Kepler-253 d,1,1,3,Transit,2014,18.119869,0.13,3.17,0.283,,,,,,5208.0,0.79,
Kepler-254 b,1,1,3,Transit,2014,5.826662,0.064,3.87,0.345,,,,,,5957.0,0.91,
Kepler-254 c,1,1,3,Transit,2014,12.412183,0.105,2.15,0.192,,,,,,5957.0,0.91,
Kepler-254 d,1,1,3,Transit,2014,18.746477,0.139,2.5,0.223,,,,,,5957.0,0.91,
Kepler-255 b,1,1,3,Transit,2014,5.714606,0.063,1.55,0.138,,,,,,5573.0,0.93,
Kepler-255 c,1,1,3,Transit,2014,9.946047,0.092,2.99,0.267,,,,,,5573.0,0.93,
Kepler-255 d,1,1,3,Transit,2016,1.04562266,,1.32,0.118,,,,,,5431.0,0.86,0.9
Kepler-256 b,1,1,4,Transit,2014,1.620493,0.027,1.59,0.142,,,,,,5551.0,1.3,
Kepler-256 c,1,1,4,Transit,2014,3.38802,0.045,2.15,0.192,,,,,,5551.0,1.3,
Kepler-256 d,1,1,4,Transit,2014,5.839172,0.064,2.48,0.221,,,,,,5551.0,1.3,
Kepler-256 e,1,1,4,Transit,2014,10.681572,0.096,2.35,0.21,,,,,,5551.0,1.3,
Kepler-257 b,1,1,3,Transit,2014,2.382667,0.034,2.61,0.233,,,,,,5180.0,1.04,
Kepler-257 c,1,1,3,Transit,2014,6.581484,0.066,5.41,0.483,,,,,,5180.0,1.04,
Kepler-257 d,1,1,3,Transit,2014,24.664551,0.16,4.95,0.442,,,,,,5180.0,1.04,
Kepler-258 b,1,1,2,Transit,2014,13.19722,0.103,4.06,0.362,,,,,,4942.0,0.92,
Kepler-258 c,1,1,2,Transit,2014,33.653079,0.193,3.61,0.322,,,,,,4942.0,0.92,
Kepler-259 b,1,1,2,Transit,2014,8.115317,0.079,2.8,0.25,,,,,,5938.0,0.9,
Kepler-259 c,1,1,2,Transit,2014,36.924931,0.217,2.7,0.241,,,,,,5938.0,0.9,
Kepler-26 b,1,1,4,Transit,2011,12.28,,2.78,0.248,5.12,0.01611,,,,3914.0,0.51,0.54
Kepler-26 c,1,1,4,Transit,2011,17.2559,,2.72,0.243,6.2,0.01951,,,,3914.0,0.51,0.54
Kepler-26 d,1,1,4,Transit,2014,3.543919,0.039,1.07,0.095,,,,,,4486.0,0.57,
Kepler-26 e,1,1,4,Transit,2014,46.827915,0.22,2.41,0.215,,,,,,4486.0,0.57,
Kepler-260 b,1,1,2,Transit,2014,8.187399,0.075,2.01,0.179,,,,,,5250.0,0.86,
Kepler-260 c,1,1,2,Transit,2014,76.050178,0.332,1.74,0.155,,,,,,5250.0,0.86,
Kepler-261 b,1,1,2,Transit,2014,10.381227,0.088,2.18,0.194,,,,,,5098.0,0.79,
Kepler-261 c,1,1,2,Transit,2014,24.570858,0.156,2.0,0.178,,,,,,5098.0,0.79,
Kepler-262 b,1,1,2,Transit,2014,13.060855,0.108,1.36,0.121,,,,,,5841.0,0.88,
Kepler-262 c,1,1,2,Transit,2014,21.853722,0.152,1.64,0.146,,,,,,5841.0,0.88,
Kepler-263 b,1,1,2,Transit,2014,16.568087,0.12,2.67,0.238,,,,,,5265.0,0.79,
Kepler-263 c,1,1,2,Transit,2014,47.332773,0.242,2.47,0.22,,,,,,5265.0,0.79,
Kepler-264 b,1,1,2,Transit,2014,40.806231,0.249,3.33,0.297,,,,,,6158.0,1.55,
Kepler-264 c,1,1,2,Transit,2014,140.101261,0.566,2.83,0.252,,,,,,6158.0,1.55,
Kepler-265 b,1,1,4,Transit,2014,6.846262,0.069,1.86,0.166,,,,,,5835.0,1.1,
Kepler-265 c,1,1,4,Transit,2014,17.028937,0.127,2.63,0.235,,,,,,5835.0,1.1,
Kepler-265 d,1,1,4,Transit,2014,43.130617,0.236,2.49,0.222,,,,,,5835.0,1.1,
Kepler-265 e,1,1,4,Transit,2014,67.831024,0.319,2.59,0.231,,,,,,5835.0,1.1,
Kepler-266 b,1,1,2,Transit,2014,6.61833,0.071,2.48,0.221,,,,,,5885.0,1.03,
Kepler-266 c,1,1,2,Transit,2014,107.723601,0.457,3.89,0.347,,,,,,5885.0,1.03,
Kepler-267 b,1,1,3,Transit,2014,3.353728,0.037,1.98,0.177,,,,,,4258.0,0.56,
Kepler-267 c,1,1,3,Transit,2014,6.87745,0.06,2.13,0.19,,,,,,4258.0,0.56,
Kepler-267 d,1,1,3,Transit,2014,28.464515,0.154,2.27,0.203,,,,,,4258.0,0.56,
Kepler-268 b,1,1,2,Transit,2014,25.934138,0.18,2.55,0.227,,,,,,6081.0,1.27,
Kepler-268 c,1,1,2,Transit,2014,83.446393,0.391,3.38,0.302,,,,,,6081.0,1.27,
Kepler-269 b,1,1,2,Transit,2014,5.326718,0.061,2.47,0.22,,,,,,5847.0,0.96,
Kepler-269 c,1,1,2,Transit,2014,8.127899,0.081,1.69,0.151,,,,,,5847.0,0.96,
Kepler-27 b,1,1,3,Transit,2011,15.3348,0.118,4.0,0.357,2895.31,9.11,,,,5400.0,0.59,0.65
Kepler-27 c,1,1,3,Transit,2011,31.3309,0.191,4.9,0.437,4385.87,13.8,,,,5400.0,0.59,0.65
Kepler-27 d,1,1,3,Transit,2021,6.54628992,,2.706,0.241,,,,,,5251.0,0.82,0.93
Kepler-270 b,1,1,2,Transit,2014,11.476094,0.107,2.01,0.179,,,,,,6067.0,1.46,
Kepler-270 c,1,1,2,Transit,2014,25.262887,0.18,1.77,0.158,,,,,,6067.0,1.46,
Kepler-271 b,1,1,3,Transit,2014,10.43547805,,1.23,0.11,,,,,,5555.0,0.87,0.9
Kepler-271 c,1,1,3,Transit,2014,7.41086267,,0.95,0.085,,,,,,5555.0,0.87,0.9
Kepler-271 d,1,1,3,Transit,2016,5.24972541,,0.66,0.059,,,,,,5555.0,0.87,0.9
Kepler-272 b,1,1,3,Transit,2014,2.971353,0.038,1.43,0.128,,,,,,5297.0,0.93,
Kepler-272 c,1,1,3,Transit,2014,6.057342,0.061,1.79,0.16,,,,,,5297.0,0.93,
Kepler-272 d,1,1,3,Transit,2014,10.937304,0.091,2.25,0.201,,,,,,5297.0,0.93,
Kepler-273 b,1,1,2,Transit,2014,2.936532,0.037,1.5,0.134,,,,,,5626.0,0.81,
Kepler-273 c,1,1,2,Transit,2014,8.014927,0.073,1.98,0.177,,,,,,5626.0,0.81,
Kepler-274 b,1,1,2,Transit,2014,11.634788,0.101,1.54,0.137,,,,,,6023.0,1.01,
Kepler-274 c,1,1,2,Transit,2014,33.197861,0.204,1.84,0.164,,,,,,6023.0,1.01,
Kepler-275 b,1,1,3,Transit,2014,10.300682,0.098,2.34,0.209,,,,,,6165.0,1.38,
Kepler-275 c,1,1,3,Transit,2014,16.088134,0.132,3.38,0.302,,,,,,6165.0,1.38,
Kepler-275 d,1,1,3,Transit,2014,35.676062,0.224,3.33,0.297,,,,,,6165.0,1.38,
Kepler-276 b,1,1,3,Transit,2014,14.12841,0.119,2.87,0.256,,,,,,6105.0,1.05,
Kepler-276 c,1,1,3,Transit,2013,31.884,,2.9,0.259,16.6,0.052,,,,,1.03,1.1
Kepler-276 d,1,1,3,Transit,2013,48.648,,2.8,0.25,16.3,0.051,,,,,1.03,1.1
Kepler-277 b,1,1,2,Transit,2013,17.324,,2.92,0.261,87.3,0.275,,,,,1.69,1.12
Kepler-277 c,1,1,2,Transit,2013,33.006,,3.36,0.3,64.2,0.202,,,,,1.69,1.12
Kepler-278 b,1,1,2,Transit,2014,30.160546,0.207,4.07,0.363,,,,,,4991.0,2.94,
Kepler-278 c,1,1,2,Transit,2014,51.078775,0.294,3.59,0.32,,,,,,4991.0,2.94,
Kepler-279 b,1,1,3,Transit,2014,12.309681,0.112,3.62,0.323,,,,,,6363.0,1.75,
Kepler-279 c,1,1,3,Transit,2013,35.736,,4.3,0.384,49.4,0.155,,,,,1.07,1.1
Kepler-279 d,1,1,3,Transit,2013,54.414,,3.1,0.277,37.5,0.118,,,,,1.07,1.1
Kepler-28 b,1,1,2,Transit,2011,5.91,,1.959,0.175,1.63,0.00513,,,,4499.3,0.66,0.68
Kepler-28 c,1,1,2,Transit,2011,8.99,,1.857,0.166,2.06,0.00648,0.017,,,4499.3,0.66,0.68
Kepler-280 b,1,1,2,Transit,2014,2.139542,0.032,1.45,0.129,,,,,,5744.0,0.89,
Kepler-280 c,1,1,2,Transit,2014,4.807091,0.056,2.01,0.179,,,,,,5744.0,0.89,
Kepler-281 b,1,1,3,Transit,2014,14.646008,0.117,2.82,0.252,,,,,,5723.0,0.9,
Kepler-281 c,1,1,3,Transit,2014,36.337373,0.215,5.31,0.474,,,,,,5723.0,0.9,
Kepler-281 d,1,1,3,Transit,2021,148.2720032,,5.937,0.53,,,,,,5717.0,0.88,0.98
Kepler-282 b,1,1,4,Transit,2014,9.220524,0.082,1.01,0.09,,,,,,5602.0,0.9,
Kepler-282 c,1,1,4,Transit,2014,13.638723,0.106,1.2,0.107,,,,,,5602.0,0.9,
Kepler-282 d,1,1,4,Transit,2013,24.806,,2.46,0.219,61.0,0.192,,,,,0.89,0.97
Kepler-282 e,1,1,4,Transit,2013,44.347,,3.1,0.277,56.2,0.177,,,,,0.89,0.97
Kepler-283 b,1,1,2,Transit,2014,11.008151,0.082,2.13,0.19,,,,,,4351.0,0.57,
Kepler-283 c,1,1,2,Transit,2014,92.743711,0.341,1.82,0.162,,,,,,4351.0,0.57,
Kepler-284 b,1,1,2,Transit,2014,12.699149,0.104,2.24,0.2,,,,,,5615.0,0.81,
Kepler-284 c,1,1,2,Transit,2014,37.514456,0.213,2.61,0.233,,,,,,5615.0,0.81,
Kepler-285 b,1,1,2,Transit,2014,2.633867,0.036,1.34,0.12,,,,,,5411.0,0.81,
Kepler-285 c,1,1,2,Transit,2014,6.186676,0.064,1.12,0.1,,,,,,5411.0,0.81,
Kepler-286 b,1,1,4,Transit,2014,1.796302,0.027,1.24,0.111,,,,,,5580.0,0.86,
Kepler-286 c,1,1,4,Transit,2014,3.468095,0.042,1.37,0.122,,,,,,5580.0,0.86,
Kepler-286 d,1,1,4,Transit,2014,5.914323,0.061,1.33,0.119,,,,,,5580.0,0.86,
Kepler-286 e,1,1,4,Transit,2014,29.221289,0.176,1.77,0.158,,,,,,5580.0,0.86,
Kepler-287 b,1,1,2,Transit,2014,20.342199,0.145,2.33,0.208,,,,,,5806.0,1.03,
Kepler-287 c,1,1,2,Transit,2014,44.851896,0.246,3.26,0.291,,,,,,5806.0,1.03,
Kepler-288 b,1,1,3,Transit,2014,6.097326,0.065,1.67,0.149,,,,,,5918.0,1.09,
Kepler-288 c,1,1,3,Transit,2014,19.305772,0.14,2.85,0.254,,,,,,5918.0,1.09,
Kepler-288 d,1,1,3,Transit,2014,56.633742,0.287,2.67,0.238,,,,,,5918.0,1.09,
Kepler-289 b,1,1,3,Transit,2014,34.5383,,2.49,0.222,3.7,0.01164,,,,5990.0,1.0,1.08
Kepler-289 c,1,1,3,Transit,2014,125.8723,,11.23,1.002,157.18,0.49,,,,5990.0,1.0,1.08
Kepler-289 d,1,1,3,Transit,2014,66.0282,,3.03,0.27,5.33,0.01677,,,,5990.0,1.0,1.08
Kepler-29 b,1,1,2,Transit,2011,10.33974,,2.55,0.227,5.0,0.01573,0.0,,,5378.0,0.73,0.76
Kepler-29 c,1,1,2,Transit,2011,13.28613,,2.34,0.209,4.5,0.01416,0.0,,,5378.0,0.73,0.76
Kepler-290 b,1,1,3,Transit,2014,14.589347,0.11,2.25,0.201,,,,,,5147.0,0.74,
Kepler-290 c,1,1,3,Transit,2014,36.77031,0.205,2.7,0.241,,,,,,5147.0,0.74,
Kepler-290 d,1,1,3,Transit,2023,0.76401755,0.0154,0.86,0.077,,,0.0,1589,,5142.0,0.76,0.84
Kepler-291 b,1,1,2,Transit,2014,3.546511,0.047,2.16,0.193,,,,,,6002.0,1.02,
Kepler-291 c,1,1,2,Transit,2014,5.700786,0.065,1.88,0.168,,,,,,6002.0,1.02,
Kepler-292 b,1,1,5,Transit,2014,2.580827,0.035,1.32,0.118,,,,,,5299.0,0.83,
Kepler-292 c,1,1,5,Transit,2014,3.715335,0.045,1.47,0.131,,,,,,5299.0,0.83,
Kepler-292 d,1,1,5,Transit,2014,7.055679,0.068,2.23,0.199,,,,,,5299.0,0.83,
Kepler-292 e,1,1,5,Transit,2014,11.97901,0.097,2.67,0.238,,,,,,5299.0,0.83,
Kepler-292 f,1,1,5,Transit,2014,20.834237,0.141,2.35,0.21,,,,,,5299.0,0.83,
Kepler-293 b,1,1,2,Transit,2014,19.254196,0.144,3.07,0.274,,,,,,5804.0,0.96,
Kepler-293 c,1,1,2,Transit,2014,54.155743,0.286,3.83,0.342,,,,,,5804.0,0.96,
Kepler-294 b,1,1,2,Transit,2014,3.701212,0.048,1.77,0.158,,,,,,5913.0,0.98,
Kepler-294 c,1,1,2,Transit,2014,6.6264,0.071,2.71,0.242,,,,,,5913.0,0.98,
Kepler-295 b,1,1,3,Transit,2014,12.645164,0.099,1.22,0.109,,,,,,5603.0,0.9,
Kepler-295 c,1,1,3,Transit,2014,21.526258,0.142,1.17,0.104,,,,,,5603.0,0.9,
Kepler-295 d,1,1,3,Transit,2014,33.884054,0.192,1.36,0.121,,,,,,5603.0,0.9,
Kepler-296 b,1,2,5,Transit,2014,10.864384,0.079,1.61,0.144,,,0.33,,,3740.0,0.48,0.5
Kepler-296 c,1,2,5,Transit,2014,5.8416366,0.0521,2.0,0.178,,,0.33,,,3740.0,0.48,0.5
Kepler-296 d,1,2,5,Transit,2014,19.850291,0.118,2.09,0.186,,,0.33,,,3740.0,0.48,0.5
Kepler-296 e,1,2,5,Transit,2014,34.14211,0.169,1.53,0.136,,,0.33,,,3740.0,0.48,0.5
Kepler-296 f,1,2,5,Transit,2014,63.33627,0.255,1.8,0.161,,,0.33,,,3740.0,0.48,0.5
Kepler-297 b,1,1,3,Transit,2014,38.871826,0.217,2.87,0.256,,,,,,5619.0,0.92,
Kepler-297 c,1,1,3,Transit,2014,74.920137,0.336,6.54,0.583,,,,,,5619.0,0.92,
