pl_name,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_massjlim,pl_dens,st_mass
Kepler-42 b,1,1,3,1.2137672,0.0116,0.78,0.07,,,,,0.13
Kepler-419 c,1,1,2,675.47,1.68,,,2320.1,7.3,0,,1.39
Kepler-419 b,1,1,2,69.7546,0.37,10.8,0.96,794.5,2.5,0,,1.39
Kepler-418 c,1,1,2,12.21829987,,5.221,0.466,,,,,0.96
Kepler-418 b,1,1,2,86.67856,,13.45,1.2,349.61125,1.1,1,,0.98
Kepler-417 c,1,1,2,15.943,,,,,,,,0.9
Kepler-417 b,1,1,2,12.331,,2.31,0.206,11.0,0.035,0,,0.9
Kepler-416 d,1,1,3,3.07644709,0.0407,1.61,0.144,,,,,0.95
Kepler-416 c,1,1,3,12.209,,,,,,,,1.0
Kepler-416 b,1,1,3,6.319,,2.48,0.221,58.2,0.183,0,,1.0
Kepler-415 c,1,1,2,8.708,,,,,,,,0.67
Kepler-415 b,1,1,2,4.176,,1.21,0.108,119.9,0.377,0,,0.67
Kepler-414 c,1,1,2,7.171,,3.01,0.269,29.9,0.094,0,,0.89
Kepler-414 b,1,1,2,4.7,,1.71,0.153,3.5,0.011,0,,0.89
Kepler-413 b,1,2,1,66.262,0.3553,4.347,0.388,67.0,0.211,0,3.2,0.82
Kepler-412 b,1,1,1,1.7208604,0.02897,15.031,1.341,299.07803,0.941,0,0.52,1.17
Kepler-411 e,1,2,4,31.509728,0.186,,,10.8,0.03398,0,,0.87
Kepler-411 d,1,2,4,58.02035,0.279,3.319,0.296,15.2,0.04782,0,2.3,0.87
Kepler-411 c,1,2,4,7.834435,0.0739,4.421,0.394,26.4,0.08306,0,1.7,0.87
Kepler-411 b,1,2,4,3.005156,0.0375,2.401,0.214,25.6,0.08055,0,10.3,0.87
Kepler-410 A b,1,2,1,17.833648,0.1226,2.838,0.253,,,,,1.21
Kepler-41 b,1,1,1,1.8555582,0.03101,14.46,1.29,177.98,0.56,0,0.33,1.15
Kepler-409 b,1,1,1,68.9583216,0.3192,1.199,0.107,6.0,0.01888,1,19.0,0.91
Kepler-408 b,1,1,1,2.46502,,0.82,0.073,5.0,0.01573,1,,1.08
Kepler-407 c,1,1,2,3000.0,,,,4000.0,12.6,0,,1.0
Kepler-407 b,1,1,2,0.66931,,1.07,0.095,3.2,0.01007,1,,1.0
Kepler-406 c,1,1,2,4.62332,,0.85,0.076,2.71,0.009,0,24.39,1.07
Kepler-406 b,1,1,2,2.42629,,1.43,0.128,6.35,0.02,0,11.82,1.07
Kepler-405 c,1,1,2,29.726682,0.188,4.66,0.416,,,,,
Kepler-405 b,1,1,2,10.613839,0.095,2.08,0.186,,,,,
Kepler-404 c,1,1,2,14.751166,0.118,1.72,0.153,,,,,
Kepler-404 b,1,1,2,11.829851,0.102,1.27,0.113,,,,,
Kepler-403 d,1,1,3,13.61159129,,1.42,0.127,,,,,1.25
Kepler-403 c,1,1,3,54.280749,0.297,1.75,0.156,,,,,
Kepler-403 b,1,1,3,7.031462,0.076,1.25,0.112,,,,,
Kepler-402 e,1,1,4,11.242861,0.102,1.46,0.13,,,,,
Kepler-402 d,1,1,4,8.921099,0.087,1.38,0.123,,,,,
Kepler-402 c,1,1,4,6.124821,0.068,1.56,0.139,,,,,
Kepler-402 b,1,1,4,4.028751,0.051,1.22,0.109,,,,,
Kepler-401 d,1,1,3,184.256405,,2.27,0.203,,,,,1.17
Kepler-401 c,1,1,3,47.318218,0.269,2.15,0.192,,,,,
Kepler-401 b,1,1,3,14.383035,0.122,1.71,0.153,,,,,
Kepler-400 c,1,1,2,17.340824,0.134,1.49,0.133,,,,,
Kepler-400 b,1,1,2,9.024389,0.087,1.65,0.147,,,,,
Kepler-40 b,1,1,1,6.87349,0.08,13.11,1.17,699.2,2.2,0,1.68,1.48
Kepler-4 b,1,1,1,3.21346,0.0456,4.002,0.357,24.472,0.077,0,1.91,1.22
Kepler-399 d,1,1,3,58.034616,0.261,1.89,0.169,,,,,
Kepler-399 c,1,1,3,26.67569,0.155,1.43,0.128,,,,,
Kepler-399 b,1,1,3,14.425281,0.103,0.96,0.086,,,,,
Kepler-398 d,1,1,3,6.83437001,,0.88,0.079,,,,,0.72
Kepler-398 c,1,1,3,11.419412,0.087,1.01,0.09,,,,,
Kepler-398 b,1,1,3,4.081423,0.044,0.93,0.083,,,,,
Kepler-397 c,1,1,2,135.498527,0.48,6.18,0.551,,,,,
Kepler-397 b,1,1,2,22.250949,0.144,2.46,0.219,,,,,
Kepler-396 c,1,1,2,88.505,,5.3,0.473,17.9,0.056,0,,0.85
Kepler-396 b,1,1,2,42.994,,3.5,0.312,75.5,0.238,0,,0.85
Kepler-395 c,1,1,2,34.989262,0.177,1.32,0.118,,,,,
Kepler-395 b,1,1,2,7.054346,0.061,1.03,0.092,,,,,
Kepler-394 d,1,1,3,5.61358023,,1.501,0.134,,,,,1.14
Kepler-394 c,1,1,3,12.130686,0.11,1.66,0.148,,,,,
Kepler-394 b,1,1,3,8.005013,0.083,1.6,0.143,,,,,
Kepler-393 c,1,1,2,14.613612,0.124,1.33,0.119,,,,,
Kepler-393 b,1,1,2,9.182417,0.091,1.29,0.115,,,,,
Kepler-392 c,1,1,2,10.423118,0.093,1.1,0.098,,,,,
Kepler-392 b,1,1,2,5.341853,0.059,1.0,0.089,,,,,
Kepler-391 c,1,1,2,20.485435,0.161,3.54,0.316,,,,,
Kepler-391 b,1,1,2,7.416755,0.082,3.2,0.285,,,,,
Kepler-390 c,1,2,2,13.060022,0.101,0.79,0.07,,,,,
Kepler-390 b,1,2,2,6.738088,0.065,0.82,0.073,,,,,
Kepler-39 b,1,1,1,21.08721,0.164,13.9,1.24,6388.1,20.1,0,13.0,1.29
Kepler-389 c,1,1,2,14.51143,0.11,1.46,0.13,,,,,
Kepler-389 b,1,1,2,3.244107,0.041,1.51,0.135,,,,,
Kepler-388 c,1,1,2,13.297004,0.093,0.86,0.077,,,,,
Kepler-388 b,1,1,2,3.173315,0.036,0.81,0.072,,,,,
Kepler-387 c,1,1,2,11.837549,0.098,0.89,0.079,,,,,
Kepler-387 b,1,1,2,6.791636,0.068,1.03,0.092,,,,,
Kepler-386 c,1,1,2,25.193458,0.155,1.58,0.141,,,,,
Kepler-386 b,1,1,2,12.31043,0.096,1.39,0.124,,,,,
Kepler-385 d,1,1,3,56.4159,,2.619,0.234,,,,,1.05
Kepler-385 c,1,1,3,15.163161,0.127,3.04,0.271,,,,,
Kepler-385 b,1,1,3,10.043686,0.097,2.73,0.244,,,,,
Kepler-384 c,1,1,2,45.348269,0.236,1.13,0.101,,,,,
Kepler-384 b,1,1,2,22.597053,0.148,1.12,0.1,,,,,
Kepler-383 c,1,1,2,31.200751,0.172,1.24,0.111,,,,,
Kepler-383 b,1,1,2,12.904532,0.095,1.32,0.118,,,,,
Kepler-382 c,1,1,2,12.162701,0.097,1.59,0.142,,,,,
Kepler-382 b,1,1,2,5.262155,0.055,1.32,0.118,,,,,
Kepler-381 d,1,1,3,8.25629997,,1.067,0.095,,,,,1.2
Kepler-381 c,1,1,3,13.391635,0.117,1.12,0.1,,,,,
Kepler-381 b,1,1,3,5.629021,0.066,0.99,0.088,,,,,
Kepler-380 c,1,1,2,7.630004,0.078,1.27,0.113,,,,,
Kepler-380 b,1,1,2,3.930821,0.05,1.19,0.106,,,,,
Kepler-38 b,1,2,1,105.599,0.4632,4.3,0.384,122.0,0.384,1,,0.94
Kepler-379 c,1,1,2,62.784697,0.326,2.29,0.204,,,,,
Kepler-379 b,1,1,2,20.09838,0.152,1.66,0.148,,,,,
Kepler-378 c,1,1,2,28.906009,0.166,0.7,0.062,,,,,
Kepler-378 b,1,1,2,16.092361,0.112,0.75,0.067,,,,,
Kepler-377 c,1,1,2,27.014976,0.182,2.06,0.184,,,,,
Kepler-377 b,1,1,2,12.509529,0.109,1.39,0.124,,,,,
Kepler-376 c,1,1,2,14.172327,0.115,1.79,0.16,,,,,
Kepler-376 b,1,1,2,4.920199,0.057,1.07,0.095,,,,,
Kepler-375 c,1,1,2,19.986326,0.141,2.65,0.236,,,,,
Kepler-375 b,1,1,2,12.125934,0.101,1.45,0.129,,,,,
Kepler-374 d,1,1,3,5.028219,0.056,1.31,0.117,,,,,
Kepler-374 c,1,1,3,3.282807,0.042,1.1,0.098,,,,,
Kepler-374 b,1,1,3,1.897806,0.029,1.03,0.092,,,,,
Kepler-373 c,1,1,2,16.725948,0.126,1.24,0.111,,,,,
Kepler-373 b,1,1,2,5.535309,0.06,1.36,0.121,,,,,
Kepler-372 d,1,1,3,30.092568,0.201,1.69,0.151,,,,,
Kepler-372 c,1,1,3,20.053763,0.154,2.09,0.186,,,,,
Kepler-372 b,1,1,3,6.849692,0.075,1.36,0.121,,,,,
Kepler-371 c,1,1,2,67.968015,0.313,1.78,0.159,,,,,
Kepler-371 b,1,1,2,34.763278,0.2,1.89,0.169,,,,,
Kepler-370 c,1,1,2,19.02293,0.14,1.91,0.17,,,,,
Kepler-370 b,1,1,2,4.57953,0.054,1.59,0.142,,,,,
Kepler-37 e,1,1,4,51.196,,,,,,,,0.8
Kepler-37 d,1,1,4,39.7922622,0.2109,2.03,0.181,2.0,0.00629,1,1.3,0.79
Kepler-37 c,1,1,4,21.301848,0.139,0.755,0.067,1.3,0.00409,1,15.0,0.79
Kepler-37 b,1,1,4,13.36702,0.1019,0.31,0.028,0.79,0.00249,1,140.0,0.79
Kepler-369 c,1,1,2,14.871572,0.094,1.41,0.126,,,,,
Kepler-369 b,1,1,2,2.732756,0.03,1.13,0.101,,,,,
Kepler-368 c,1,1,2,72.379334,0.36,3.88,0.346,,,,,
Kepler-368 b,1,1,2,26.84768,0.186,3.26,0.291,,,,,
Kepler-367 c,1,1,2,53.578637,0.253,1.2,0.107,,,,,
Kepler-367 b,1,1,2,37.815724,0.201,1.3,0.116,,,,,
Kepler-366 c,1,1,2,12.51616,0.11,1.79,0.16,,,,,
Kepler-366 b,1,1,2,3.281959,0.045,1.46,0.13,,,,,
Kepler-365 c,1,1,2,17.784129,0.137,1.64,0.146,,,,,
Kepler-365 b,1,1,2,10.664903,0.098,2.04,0.182,,,,,
Kepler-364 c,1,1,2,59.980627,0.312,2.15,0.192,,,,,
Kepler-364 b,1,1,2,25.745718,0.178,1.55,0.138,,,,,
Kepler-363 d,1,1,3,11.932125,0.107,2.05,0.183,,,,,
Kepler-363 c,1,1,3,7.542427,0.079,1.69,0.151,,,,,
Kepler-363 b,1,1,3,3.614568,0.048,1.16,0.103,,,,,
Kepler-362 c,1,1,2,37.866281,0.207,1.45,0.129,,,,,
Kepler-362 b,1,1,2,10.327186,0.087,0.88,0.079,,,,,
Kepler-361 c,1,1,2,55.188023,0.3,2.52,0.225,,,,,
Kepler-361 b,1,1,2,8.486616,0.086,1.45,0.129,,,,,
Kepler-360 c,1,1,2,7.186434,0.075,2.1,0.187,,,,,
Kepler-360 b,1,1,2,3.289672,0.044,1.65,0.147,,,,,
Kepler-36 c,1,1,2,16.21865,,3.679,0.328,7.13,0.02243,0,0.787,1.03
Kepler-36 b,1,1,2,13.86825,,1.498,0.134,3.83,0.01205,0,6.26,1.03
Kepler-359 d,1,1,3,77.095691,0.372,4.01,0.358,,,,,
Kepler-359 c,1,1,3,57.68802,0.307,4.3,0.384,,,,,
Kepler-359 b,1,1,3,25.563222,0.178,3.53,0.315,,,,,
Kepler-358 c,1,1,2,83.488369,0.381,2.85,0.254,,,,,
Kepler-358 b,1,1,2,34.060467,0.21,2.72,0.243,,,,,
Kepler-357 d,1,1,3,49.499875,0.246,3.43,0.306,,,,,
Kepler-357 c,1,1,3,16.85837,0.12,2.67,0.238,,,,,
Kepler-357 b,1,1,3,6.475434,0.063,1.84,0.164,,,,,
Kepler-356 c,1,1,2,13.121632,0.115,1.81,0.161,,,,,
Kepler-356 b,1,1,2,4.612696,0.057,1.57,0.14,,,,,
Kepler-355 c,1,1,2,25.762294,0.179,2.71,0.242,,,,,
Kepler-355 b,1,1,2,11.03189,0.102,1.46,0.13,,,,,
Kepler-354 d,1,1,3,24.209842,0.146,1.24,0.111,,,,,
Kepler-354 c,1,1,3,16.934402,0.115,1.31,0.117,,,,,
Kepler-354 b,1,1,3,5.47666,0.054,1.84,0.164,,,,,
Kepler-353 c,1,2,2,8.410894,0.065,1.38,0.123,,,,,
Kepler-353 b,1,2,2,5.795278,0.051,0.89,0.079,,,,,
Kepler-352 d,1,1,3,6.88727999,,0.806,0.072,,,,,0.8
Kepler-352 c,1,1,3,16.332995,0.118,1.24,0.111,,,,,
Kepler-352 b,1,1,3,10.05537,0.085,0.86,0.077,,,,,
Kepler-351 d,1,1,3,142.544247,,2.72,0.243,,,,,0.81
Kepler-351 c,1,1,3,57.24809,0.287,3.19,0.285,,,,,
Kepler-351 b,1,1,3,37.054919,0.214,3.06,0.273,,,,,
Kepler-350 d,1,1,3,26.136,,2.8,0.25,14.9,0.047,0,,1.0
Kepler-350 c,1,1,3,17.849,,3.1,0.277,6.1,0.019,0,,1.0
Kepler-350 b,1,1,3,11.189562,0.104,1.85,0.165,,,,,
Kepler-35 b,1,2,1,131.458,0.60347,8.16,0.728,40.363,0.127,0,0.41,0.89
Kepler-349 c,1,1,2,12.247629,0.105,1.96,0.175,,,,,
Kepler-349 b,1,1,2,5.929778,0.065,1.9,0.17,,,,,
Kepler-348 c,1,1,2,17.265427,0.138,1.33,0.119,,,,,
Kepler-348 b,1,1,2,7.05677,0.076,1.52,0.136,,,,,
Kepler-347 d,1,1,3,85.517344,0.3802,3.04,0.271,,,,,1.0
Kepler-347 c,1,1,3,27.320871,0.183,1.75,0.156,,,,,
Kepler-347 b,1,1,3,12.79836,0.11,1.97,0.176,,,,,
Kepler-346 c,1,1,2,23.851549,0.168,3.07,0.274,,,,,
Kepler-346 b,1,1,2,6.511127,0.071,2.66,0.237,,,,,
Kepler-345 c,1,1,2,9.387427,0.077,1.2,0.107,,,,,
Kepler-345 b,1,1,2,7.415563,0.066,0.74,0.066,,,,,
Kepler-344 c,1,1,2,125.596809,0.488,2.95,0.263,,,,,
Kepler-344 b,1,1,2,21.963945,0.153,2.61,0.233,,,,,
Kepler-343 c,1,1,2,23.22182,0.167,2.02,0.18,,,,,
Kepler-343 b,1,1,2,8.96855,0.088,2.41,0.215,,,,,
Kepler-342 e,1,1,4,1.64422461,,0.88,0.079,,,,,1.26
Kepler-342 d,1,1,4,39.459357,0.242,2.49,0.222,,,,,
Kepler-342 c,1,1,4,26.234138,0.185,1.96,0.175,,,,,
Kepler-342 b,1,1,4,15.170318,0.128,2.25,0.201,,,,,
Kepler-341 e,1,1,4,42.473269,0.242,1.99,0.178,,,,,
Kepler-341 d,1,1,4,27.666313,0.182,1.85,0.165,,,,,
Kepler-341 c,1,1,4,8.01041,0.08,1.7,0.152,,,,,
Kepler-341 b,1,1,4,5.195528,0.06,1.18,0.105,,,,,
Kepler-340 c,1,1,2,22.824669,0.178,3.37,0.301,,,,,
Kepler-340 b,1,1,2,14.844387,0.134,2.53,0.226,,,,,
Kepler-34 b,1,2,1,288.822,1.0896,8.564,0.764,69.92,0.22,0,0.613,1.05
Kepler-339 d,1,1,3,10.558345,0.091,1.17,0.104,,,,,
Kepler-339 c,1,1,3,6.988055,0.069,1.15,0.103,,,,,
Kepler-339 b,1,1,3,4.977656,0.055,1.42,0.127,,,,,
Kepler-338 e,1,1,4,9.341,,1.56,0.139,8.5,0.027,0,,1.14
Kepler-338 d,1,1,4,44.431014,0.257,3.0,0.268,,,,,
Kepler-338 c,1,1,4,24.310856,0.172,2.34,0.209,,,,,
Kepler-338 b,1,1,4,13.726976,0.117,2.44,0.218,,,,,
Kepler-337 c,1,1,2,9.693201,0.093,2.05,0.183,,,,,
Kepler-337 b,1,1,2,3.292781,0.045,1.54,0.137,,,,,
Kepler-336 d,1,1,3,20.678772,0.154,2.37,0.211,,,,,
Kepler-336 c,1,1,3,9.600001,0.092,2.1,0.187,,,,,
Kepler-336 b,1,1,3,2.024823,0.033,1.02,0.091,,,,,
Kepler-335 c,1,1,2,67.844469,0.356,3.07,0.274,,,,,
Kepler-335 b,1,1,2,6.562331,0.075,3.39,0.302,,,,,
Kepler-334 d,1,1,3,25.09849,0.168,1.41,0.126,,,,,
Kepler-334 c,1,1,3,12.758005,0.107,1.43,0.128,,,,,
Kepler-334 b,1,1,3,5.470319,0.061,1.12,0.1,,,,,
Kepler-333 c,1,2,2,24.08821,0.135,1.11,0.099,,,,,
Kepler-333 b,1,2,2,12.551158,0.087,1.32,0.118,,,,,
Kepler-332 d,1,1,3,34.21154,0.189,1.18,0.105,,,,,
Kepler-332 c,1,1,3,15.995622,0.114,1.09,0.097,,,,,
Kepler-332 b,1,1,3,7.626324,0.07,1.17,0.104,,,,,
Kepler-331 d,1,1,3,32.134328,0.159,1.64,0.146,,,,,
Kepler-331 c,1,1,3,17.28111,0.105,1.84,0.164,,,,,
Kepler-331 b,1,1,3,8.457496,0.065,1.82,0.162,,,,,
Kepler-330 c,1,1,2,15.955387,0.116,1.95,0.174,,,,,
Kepler-330 b,1,1,2,8.25978,0.075,1.35,0.12,,,,,
Kepler-33 f,1,1,5,41.02902,0.2535,4.46,0.398,,,,,1.29
Kepler-33 e,1,1,5,31.7844,0.2138,4.02,0.359,,,,,1.29
Kepler-33 d,1,1,5,21.77596,0.1662,5.35,0.477,,,,,1.29
Kepler-33 c,1,1,5,13.17562,0.1189,3.2,0.285,,,,,1.29
Kepler-33 b,1,1,5,5.66793,0.0677,1.74,0.155,,,,,1.29
Kepler-329 c,1,1,2,18.684737,0.113,1.93,0.172,,,,,
Kepler-329 b,1,1,2,7.416397,0.061,1.4,0.125,,,,,
Kepler-328 c,1,1,2,71.312,,5.4,0.482,39.4,0.124,0,,1.15
Kepler-328 b,1,1,2,34.921,,2.3,0.205,28.5,0.09,0,,1.15
Kepler-327 d,1,1,3,13.969457,0.09,1.73,0.154,,,,,
Kepler-327 c,1,1,3,5.212333,0.047,1.03,0.092,,,,,
Kepler-327 b,1,1,3,2.549575,0.029,1.11,0.099,,,,,
Kepler-326 d,1,1,3,6.766888,0.066,1.21,0.108,,,,,
Kepler-326 c,1,1,3,4.580358,0.051,1.4,0.125,,,,,
Kepler-326 b,1,1,3,2.248329,0.032,1.52,0.136,,,,,
Kepler-325 d,1,1,3,38.715185,0.22,2.79,0.249,,,,,
Kepler-325 c,1,1,3,12.762172,0.105,2.54,0.227,,,,,
Kepler-325 b,1,1,3,4.544439,0.053,2.91,0.26,,,,,
Kepler-324 e,1,1,4,13.97939968,,2.039,0.182,,,,,0.84
Kepler-324 c,1,1,4,51.805612,0.26,3.15,0.281,,,,,
Kepler-324 b,1,1,4,4.385315,0.05,1.14,0.102,,,,,
Kepler-323 c,1,1,2,3.5538229,0.0458,1.57,0.14,6.8,0.0214,0,9.6,1.01
Kepler-323 b,1,1,2,1.678328,0.02778,1.381,0.123,3.9,0.01227,1,8.2,1.01
Kepler-322 c,1,1,2,4.337234,0.051,1.67,0.149,,,,,
Kepler-322 b,1,1,2,1.653888,0.027,1.01,0.09,,,,,
Kepler-321 c,1,1,2,13.093921,0.11,2.32,0.207,,,,,
Kepler-321 b,1,1,2,4.915379,0.057,1.77,0.158,,,,,
Kepler-320 c,1,1,2,17.934937,0.142,1.37,0.122,,,,,
Kepler-320 b,1,1,2,8.371554,0.085,1.14,0.102,,,,,
Kepler-32 f,1,1,5,0.74296,0.013,0.82,0.073,,,,,0.58
Kepler-32 e,1,1,5,2.896,0.033,1.5,0.134,,,,,0.58
Kepler-32 d,1,1,5,22.7802,0.13,2.7,0.241,,,,,0.58
Kepler-32 c,1,1,5,8.7522,0.09,2.0,0.178,158.9,0.5,1,,0.58
Kepler-32 b,1,1,5,5.90124,0.05,2.2,0.196,1303.0,4.1,1,,0.58
Kepler-319 d,1,1,3,31.781925,0.191,2.29,0.204,,,,,
Kepler-319 c,1,1,3,6.941357,0.069,2.63,0.235,,,,,
Kepler-319 b,1,1,3,4.362705,0.051,1.63,0.145,,,,,
Kepler-318 c,1,1,2,11.815007,0.105,3.68,0.328,,,,,
Kepler-318 b,1,1,2,4.662715,0.056,4.71,0.42,,,,,
Kepler-317 c,1,1,2,8.77501,0.083,1.72,0.153,,,,,
Kepler-317 b,1,1,2,5.524242,0.061,2.09,0.186,,,,,
Kepler-316 c,1,1,2,6.827766,0.058,1.16,0.103,,,,,
Kepler-316 b,1,1,2,2.240508,0.027,1.06,0.095,,,,,
Kepler-315 c,1,1,2,265.469335,0.791,4.15,0.37,,,,,
Kepler-315 b,1,1,2,96.101141,0.402,3.77,0.336,,,,,
Kepler-314 c,1,1,2,5.960392,0.064,2.9,0.259,,,,,
Kepler-314 b,1,1,2,2.461069,0.035,0.83,0.074,,,,,
Kepler-313 c,1,1,2,32.273273,0.208,2.57,0.229,,,,,
Kepler-313 b,1,1,2,14.970418,0.125,2.53,0.226,,,,,
Kepler-312 c,1,1,2,19.747412,0.153,3.15,0.281,,,,,
Kepler-312 b,1,1,2,1.772419,0.031,1.29,0.115,,,,,
Kepler-311 d,1,1,3,232.040326,0.7326,2.05,0.183,,,,,0.97
Kepler-311 c,1,1,3,19.738286,0.145,1.43,0.128,,,,,
Kepler-311 b,1,1,3,9.176092,0.087,1.7,0.152,,,,,
Kepler-310 d,1,1,3,92.876125,0.392,2.47,0.22,,,,,
Kepler-310 c,1,1,3,56.47542,0.281,3.38,0.302,,,,,
Kepler-310 b,1,1,3,13.930698,0.111,1.19,0.106,,,,,
Kepler-31 d,1,1,3,87.6451,0.4,3.9,0.348,2161.244,6.8,1,,1.21
Kepler-31 c,1,1,3,42.6318,0.26,5.3,0.473,1493.7,4.7,1,,1.21
Kepler-31 b,1,1,3,20.8613,0.16,5.5,0.491,,,,,1.21
Kepler-309 c,1,1,2,105.356383,0.401,2.51,0.224,,,,,
Kepler-309 b,1,1,2,5.923653,0.059,1.56,0.139,,,,,
Kepler-308 c,1,1,2,15.38231,0.123,2.16,0.193,,,,,
Kepler-308 b,1,1,2,9.694928,0.09,2.12,0.189,,,,,
Kepler-307 c,1,1,2,13.0729,,2.2,0.196,3.64,0.01145,0,1.74,0.91
Kepler-307 b,1,1,2,10.4208,,2.43,0.217,7.44,0.02341,0,2.62,0.91
Kepler-306 e,1,1,4,44.840975,0.227,2.27,0.203,,,,,
Kepler-306 d,1,1,4,17.326644,0.12,2.47,0.22,,,,,
Kepler-306 c,1,1,4,7.240193,0.067,2.35,0.21,,,,,
Kepler-306 b,1,1,4,4.646186,0.05,1.52,0.136,,,,,
Kepler-305 e,1,1,4,3.20538,,1.794,0.16,,,,,0.82
Kepler-305 d,1,1,4,16.74,,2.76,0.246,6.2,0.01951,0,1.63203,0.83
Kepler-305 c,1,1,4,8.291,,3.3,0.294,6.0,0.019,0,,0.76
Kepler-305 b,1,1,4,5.487,,3.6,0.321,10.5,0.033,0,,0.76
Kepler-304 e,1,1,4,1.49914695,,1.2,0.107,,,,,0.8
Kepler-304 d,1,1,4,9.653471,0.08,2.75,0.245,,,,,
Kepler-304 c,1,1,4,5.315946,0.054,2.17,0.194,,,,,
Kepler-304 b,1,1,4,3.295709,0.039,2.86,0.255,,,,,
Kepler-303 c,1,1,2,7.061149,0.057,1.14,0.102,,,,,
Kepler-303 b,1,1,2,1.937055,0.024,0.89,0.079,,,,,
Kepler-302 c,1,1,2,127.282184,0.503,12.45,1.111,,,,,
Kepler-302 b,1,1,2,30.184104,0.193,4.06,0.362,,,,,
Kepler-301 d,1,1,3,13.751243,0.112,1.75,0.156,,,,,
Kepler-301 c,1,1,3,5.419026,0.06,1.35,0.12,,,,,
Kepler-301 b,1,1,3,2.508553,0.036,1.35,0.12,,,,,
Kepler-300 c,1,1,2,40.714955,0.232,2.25,0.201,,,,,
Kepler-300 b,1,1,2,10.446347,0.094,1.67,0.149,,,,,
Kepler-30 d,1,1,3,143.34394,0.5,8.8,0.785,23.1,0.073,0,0.19,0.99
Kepler-30 c,1,1,3,60.323105,0.3,12.3,1.097,640.0,2.01,0,1.88,0.99
Kepler-30 b,1,1,3,29.33434,0.18,3.9,0.348,11.3,0.036,0,1.02,0.99
Kepler-299 e,1,1,4,38.285489,0.22,1.87,0.167,,,,,
Kepler-299 d,1,1,4,15.054786,0.118,1.86,0.166,,,,,
Kepler-299 c,1,1,4,6.885875,0.07,2.65,0.236,,,,,
Kepler-299 b,1,1,4,2.927128,0.04,1.32,0.118,,,,,
Kepler-298 d,1,1,3,77.473633,0.305,2.5,0.223,,,,,
Kepler-298 c,1,1,3,22.92881,0.136,1.93,0.172,,,,,
Kepler-298 b,1,1,3,10.475464,0.08,1.96,0.175,,,,,
Kepler-297 d,1,1,3,150.0189511,0.523,32.6,2.908,,,,,0.85
Kepler-297 c,1,1,3,74.920137,0.336,6.54,0.583,,,,,
Kepler-297 b,1,1,3,38.871826,0.217,2.87,0.256,,,,,
Kepler-296 f,1,2,5,63.33627,0.255,1.8,0.161,,,,,0.5
Kepler-296 e,1,2,5,34.14211,0.169,1.53,0.136,,,,,0.5
Kepler-296 d,1,2,5,19.850291,0.118,2.09,0.186,,,,,0.5
Kepler-296 c,1,2,5,5.8416366,0.0521,2.0,0.178,,,,,0.5
Kepler-296 b,1,2,5,10.864384,0.079,1.61,0.144,,,,,0.5
Kepler-295 d,1,1,3,33.884054,0.192,1.36,0.121,,,,,
Kepler-295 c,1,1,3,21.526258,0.142,1.17,0.104,,,,,
Kepler-295 b,1,1,3,12.645164,0.099,1.22,0.109,,,,,
Kepler-294 c,1,1,2,6.6264,0.071,2.71,0.242,,,,,
Kepler-294 b,1,1,2,3.701212,0.048,1.77,0.158,,,,,
Kepler-293 c,1,1,2,54.155743,0.286,3.83,0.342,,,,,
Kepler-293 b,1,1,2,19.254196,0.144,3.07,0.274,,,,,
Kepler-292 f,1,1,5,20.834237,0.141,2.35,0.21,,,,,
Kepler-292 e,1,1,5,11.97901,0.097,2.67,0.238,,,,,
Kepler-292 d,1,1,5,7.055679,0.068,2.23,0.199,,,,,
Kepler-292 c,1,1,5,3.715335,0.045,1.47,0.131,,,,,
Kepler-292 b,1,1,5,2.580827,0.035,1.32,0.118,,,,,
Kepler-291 c,1,1,2,5.700786,0.065,1.88,0.168,,,,,
Kepler-291 b,1,1,2,3.546511,0.047,2.16,0.193,,,,,
Kepler-290 d,1,1,3,0.76401755,0.0154,0.86,0.077,,,,,0.84
Kepler-290 c,1,1,3,36.77031,0.205,2.7,0.241,,,,,
Kepler-290 b,1,1,3,14.589347,0.11,2.25,0.201,,,,,
Kepler-29 c,1,1,2,13.28613,,2.34,0.209,4.5,0.01416,0,1.91,0.76
Kepler-29 b,1,1,2,10.33974,,2.55,0.227,5.0,0.01573,0,1.65,0.76
Kepler-289 d,1,1,3,66.0282,,3.03,0.27,5.33,0.01677,0,1.14,1.08
Kepler-289 c,1,1,3,125.8723,,11.23,1.002,157.18,0.49,0,0.66,1.08
Kepler-289 b,1,1,3,34.5383,,2.49,0.222,3.7,0.01164,0,1.45,1.08
Kepler-288 d,1,1,3,56.633742,0.287,2.67,0.238,,,,,
Kepler-288 c,1,1,3,19.305772,0.14,2.85,0.254,,,,,
Kepler-288 b,1,1,3,6.097326,0.065,1.67,0.149,,,,,
Kepler-287 c,1,1,2,44.851896,0.246,3.26,0.291,,,,,
Kepler-287 b,1,1,2,20.342199,0.145,2.33,0.208,,,,,
Kepler-286 e,1,1,4,29.221289,0.176,1.77,0.158,,,,,
Kepler-286 d,1,1,4,5.914323,0.061,1.33,0.119,,,,,
Kepler-286 c,1,1,4,3.468095,0.042,1.37,0.122,,,,,
Kepler-286 b,1,1,4,1.796302,0.027,1.24,0.111,,,,,
